mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,delta_mfcc1_mean,delta_mfcc1_std,delta_mfcc2_mean,delta_mfcc2_std,delta_mfcc3_mean,delta_mfcc3_std,delta_mfcc4_mean,delta_mfcc4_std,delta_mfcc5_mean,delta_mfcc5_std,delta_mfcc6_mean,delta_mfcc6_std,delta_mfcc7_mean,delta_mfcc7_std,delta_mfcc8_mean,delta_mfcc8_std,delta_mfcc9_mean,delta_mfcc9_std,delta_mfcc10_mean,delta_mfcc10_std,delta_mfcc11_mean,delta_mfcc11_std,delta_mfcc12_mean,delta_mfcc12_std,delta_mfcc13_mean,delta_mfcc13_std,chroma_mean,chroma_std,contrast_mean,contrast_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,tonnetz1_mean,tonnetz1_std,tonnetz2_mean,tonnetz2_std,tonnetz3_mean,tonnetz3_std,tonnetz4_mean,tonnetz4_std,tonnetz5_mean,tonnetz5_std,tonnetz6_mean,tonnetz6_std,zcr_mean,tempo,file,emotion
-326.89865,62.327423,226.9464,52.48494,71.804375,22.780415,4.7670107,15.199345,10.582924,7.992975,11.563502,5.5701466,1.5533705,6.2528753,-0.63511145,5.866077,-0.8559291,4.8002853,-3.3179972,4.8707886,-2.6030924,4.078701,-0.61298484,5.413361,-2.0060835,5.4148364,1.7144707e-08,4.2917123,0.0,2.292834,0.0,2.6525667,7.143628e-10,0.86397344,1.4287256e-09,1.1209686,-3.571814e-10,0.75007206,3.571814e-10,0.7580183,1.0715442e-09,0.55967045,4.4647674e-10,0.5264354,1.785907e-10,0.5550483,-2.6788605e-10,0.5516184,-8.929535e-11,0.58634526,1.6966116e-09,0.60183394,0.39291307,0.28841344,19.68213293423056,5.925220193357443,699.5173782070646,542.4753491838143,839.3311918451545,1576.9305198408124,-0.09080513429281943,0.2343938333676579,0.3833787675113771,0.12338369971408228,-0.03569153026592222,0.3047525345668873,-0.08049682499579322,0.25260470004301494,-0.030887270574780735,0.08807538207537027,0.017416198653485634,0.1275476718568382,0.027415071980337078,[35.88867188],Q1_e8NQ2NH0nc8_1.wav,happy
-348.20636,56.85495,227.38281,48.819218,75.383804,22.134743,5.722704,10.775773,9.372593,8.526259,11.3774185,5.536344,1.4399714,6.6960564,-1.649729,5.512094,-1.234578,5.182762,-2.5693254,5.5698013,-1.8081124,3.9983876,-0.28136203,5.2078857,-2.2184,5.1213446,-1.3715766e-07,4.3997445,-1.7716197e-07,2.6399717,-1.8001943e-07,2.4992714,-1.5465955e-07,0.940697,-1.3680047e-07,1.1087424,-1.1144059e-07,0.71864283,-8.3044675e-08,0.8108007,-5.196989e-08,0.58562493,-1.9644977e-08,0.5900927,1.4823028e-08,0.62893873,4.857667e-08,0.5353174,8.134806e-08,0.5635271,1.0822596e-07,0.5432323,0.394702,0.28489542,19.96251518451101,5.845107674175649,698.542313173823,532.5567967040771,832.9559120435393,1617.1766285135461,-0.08541987969774151,0.23934463861106667,0.3907951828215482,0.13684690110585646,0.06383446774328612,0.30785660836876244,-0.08077091224882331,0.2322499645680799,0.0028066152908097605,0.08594081363012801,0.019550965873856966,0.11833191575364888,0.02780825725655431,[71.77734375],Q1_e8NQ2NH0nc8_0.wav,happy
-319.53406,39.776497,211.8592,34.23394,78.971504,16.16228,12.914344,9.339809,10.938027,6.855021,10.14912,4.496273,0.5543401,6.2063694,-1.2244155,5.0965414,0.66243124,5.343217,-0.55934685,4.124491,-1.4549148,4.9094205,-1.7684983,5.5934763,-4.1104755,5.121513,0.0017420818,3.863175,0.0024343105,2.2740777,0.002346755,2.1496644,0.00220314,1.1477693,0.002007621,1.0191678,0.0017670873,0.6174627,0.0014915592,0.80876833,0.001193947,0.6103084,0.0008890802,0.62194276,0.00059204106,0.54555523,0.00031613398,0.653034,7.095238e-05,0.71876043,-0.00013898312,0.6594322,0.31210032,0.29168284,21.937227867149378,6.556795792704201,739.4099564022741,448.7712880344854,685.8944175804481,1195.2311078774135,0.2319572965489699,0.20500537609863148,0.29097725662389007,0.24440292554768234,-0.15720038654212032,0.31053083647879653,-0.007419183336228881,0.3095927217027612,0.03692922143439595,0.13502835754881767,-0.017445572463831487,0.12252142663830501,0.022439503460421978,[123.046875],Q4_HQ8ISDX6PiI_1.wav,calm
-327.64542,51.832787,211.15854,46.187504,78.12332,17.694244,12.913093,12.123703,11.679854,7.1329875,10.32571,4.8443894,0.12857704,5.7132506,-0.76700234,4.268219,2.0373785,5.101074,0.18523479,4.784357,-1.2749251,4.417282,-0.6766038,5.214467,-2.2227902,4.9055934,3.0444511e-09,3.5303593,9.133354e-09,2.0601983,3.0444511e-09,2.0426745,-7.611128e-10,0.98013955,0.0,0.92222714,-5.708346e-10,0.5764158,4.756955e-11,0.73824686,-1.902782e-10,0.54297864,1.4270865e-10,0.6158928,-7.611128e-10,0.5672156,1.4270865e-10,0.588734,-1.2368083e-09,0.63996243,-1.902782e-10,0.6589572,0.33497784,0.29555607,21.34583996585835,6.482160489590416,793.2862896514957,544.5532271960897,749.2927423402584,1353.0624814943133,-0.053902687931216366,0.28984400525577675,0.36174035948443906,0.1648782966072717,0.19841017899570207,0.26563703176846254,0.06625406165605001,0.30458916218994486,-0.02033777565037512,0.12901400169402988,-0.009413303956404148,0.1132870115280224,0.023142017751147246,[112.34714674],Q4_HQ8ISDX6PiI_0.wav,calm
-277.37823,58.592167,237.21506,41.14574,42.69052,24.91147,-6.1451583,12.210943,16.275953,9.372596,9.192452,6.5839357,-1.0093542,5.8315644,1.9267792,4.7313366,0.6941548,5.341763,-2.203198,4.659422,-1.495062,4.5506024,-1.4907883,5.594833,-3.1560392,5.15087,0.0025671169,5.4417686,0.0034644823,2.8548837,0.0029989264,3.1719813,0.0023240594,1.2018003,0.0015681102,1.2461146,0.0008694699,0.9799623,0.0003469485,0.79787296,7.494987e-05,0.7582352,6.898565e-05,0.74051046,0.0002846884,0.6353259,0.0006302366,0.62872684,0.0009891188,0.7049623,0.0012478525,0.6512409,0.39996237,0.28265834,20.660926871611426,6.126406752873172,615.1869654165715,422.3552426917231,849.0896846471207,1037.1182030302452,-0.06810433051881788,0.21783266534468293,0.035063715386647244,0.2830637613412452,0.01601091359536135,0.2288343472889213,0.08114663610785931,0.1960431390325795,0.021620832634022296,0.10398438023057095,0.01799798193108646,0.10767221554532991,0.027997534819756555,[151.99908088],Q2_ZTrEoB8T9YA_2.wav,angry
-345.82654,76.783394,219.96602,60.768147,59.328545,27.062311,3.85853,14.291041,12.354576,8.86844,8.602086,5.817449,1.0822356,5.4669795,0.42501253,5.620057,-1.2045823,5.8724008,-1.8673764,5.367332,-1.287038,4.9484706,-2.8586304,4.7389927,-4.591081,5.0451727,5.7149023e-09,4.3392525,1.1429805e-08,2.448657,0.0,2.5496192,-1.6073163e-09,0.9955677,-7.143628e-10,1.0870967,-1.0715442e-09,0.8027095,5.357721e-10,0.6903466,7.143628e-10,0.6105017,0.0,0.6363135,-8.929535e-10,0.6362304,-7.143628e-10,0.65075827,-8.929535e-10,0.64278984,-1.0715442e-09,0.6248972,0.35210633,0.30130583,21.3761160148202,6.383349754320755,781.5860734471894,610.688223156781,982.2406897384129,1791.3571120294114,-0.30328849532570723,0.17206288886975984,0.1874947578498702,0.2307548240319179,-0.10385969593115592,0.27968711019409914,0.18210817189522605,0.2687061915778185,-0.02481513876028675,0.12346420605553522,-0.037486381617940226,0.10187846980260022,0.0321996795997191,[129.19921875],Q2_ZTrEoB8T9YA_1.wav,angry
-321.29907,87.81446,210.5402,68.71776,44.011574,27.088955,-1.8906591,13.533898,12.79833,11.157116,6.886793,6.804826,-0.42098776,7.2684207,1.3045661,6.572333,0.1197569,5.987312,-1.1109258,5.2742105,0.09551169,4.829078,-0.06294092,5.443862,-2.1510363,5.965418,-8.655014e-09,6.061352,8.655014e-09,3.4163518,2.1637534e-09,2.8736155,-5.4093835e-10,1.0611854,-1.6228151e-09,1.1266181,8.1140755e-10,0.8545066,1.4875805e-09,0.77034074,8.1140755e-10,0.757861,-2.7046917e-10,0.6566124,-6.7617295e-10,0.6602574,8.1140755e-10,0.71266216,4.0570378e-10,0.7062115,4.7332105e-10,0.76757085,0.3549394,0.29844332,20.973283034225656,6.514362376886615,753.540697800689,603.0044407958029,1003.819180562695,1614.3900617433633,-0.2372327678601899,0.1547907546857432,0.12650076372229024,0.3062232631904482,-0.15662128890774,0.2657074306689002,-0.007997206970825515,0.23814490132658578,-0.03365878773912848,0.1182320625403002,-0.019878670843291053,0.09047324340944563,0.029943439139605784,[89.10290948],Q2_ZTrEoB8T9YA_0.wav,angry
-349.30267,63.60843,194.04308,58.492767,71.97311,23.490335,13.7319565,12.863696,10.670153,7.5142894,8.041046,5.10199,-0.38291273,6.309348,-3.3099236,5.5693154,-2.7053828,5.7020707,-1.8332342,4.1356077,-2.0802464,4.558368,-4.511078,6.2935967,-6.870225,6.0216656,5.7149023e-09,4.678157,0.0,2.8369043,0.0,2.4332907,-2.1430884e-09,1.0759299,-5.357721e-10,1.0612998,3.571814e-10,0.6358352,5.357721e-10,0.7549077,-1.4287256e-09,0.6038892,-3.571814e-10,0.6217361,-4.0182907e-10,0.5756889,-3.571814e-10,0.6194807,-7.143628e-10,0.7460818,3.571814e-10,0.69779587,0.31161293,0.30144507,21.09820113179574,6.35372095520817,858.3000472609057,644.3235672296596,1065.9177492977528,2144.0511054545036,0.4782771323536496,0.19288421591285523,-0.059491005636746745,0.26532048228217014,-0.14804371216967535,0.3607253898973948,-0.17178400115163273,0.2721949375469665,0.03457543906746895,0.0890078229089983,0.07039978982532352,0.13482020047185034,0.03547463863529963,[135.99917763],Q4_3N2G21U7guk_1.wav,calm
-369.51346,73.939026,171.81842,67.68081,67.90451,23.75902,17.77148,15.441748,13.119472,8.920757,7.1937475,7.354129,-2.2696164,7.976133,-3.6255605,7.262774,-1.3208805,5.332876,-0.30372402,5.199183,-0.5560849,5.8256626,-2.8745759,7.286317,-6.3557067,7.0418262,-5.035904e-09,4.9120803,0.0,3.2907941,-7.553856e-09,2.1992288,3.14744e-09,1.3154452,-3.14744e-10,0.9929348,-9.44232e-10,0.6579636,3.14744e-10,0.7042511,6.29488e-10,0.6271823,-1.57372e-09,0.63087994,3.14744e-10,0.59937423,0.0,0.647615,-6.29488e-10,0.7613335,-1.57372e-10,0.714319,0.28106645,0.31470725,21.629830555446393,6.935448066229309,1129.3664848230655,852.6128971177355,1420.836072865099,2517.0540725323954,0.5895840808573652,0.22487763634378274,0.02828150322073158,0.25815583070185133,-0.18468780981548918,0.3816070872917557,-0.21591886490087533,0.21971669540837296,-0.004420288126540262,0.10649378561690534,0.12243763212185278,0.15938103127269548,0.03283554429661716,[67.99958882],Q4_3N2G21U7guk_0.wav,calm
-302.50198,60.334854,237.09047,48.087414,54.347366,20.983494,-3.2536042,12.07484,15.335576,8.670892,9.758068,5.351963,-3.8790815,5.5663967,-0.5220478,5.6428733,1.217004,5.552638,-2.3078983,4.414235,-1.739366,4.582489,-1.2212855,5.333718,-4.0703626,5.225279,-1.042267e-08,4.080056,3.4742234e-09,1.8740501,8.6855584e-10,2.7793305,-4.3427792e-10,0.7929848,-1.3028337e-09,1.170641,-1.1942642e-09,0.81657434,2.1713896e-10,0.77803105,4.3427792e-10,0.65623057,-6.5141686e-10,0.6689242,0.0,0.57850593,1.0856948e-10,0.6167289,0.0,0.6850571,7.5998635e-10,0.7042906,0.36832377,0.29111677,20.514400335472843,5.659864154960063,609.8458752544448,456.62193757944766,787.3199963178791,1251.6329689552588,0.2599879740288417,0.2829233097486333,0.27694731039857934,0.19956110104098104,0.2527007582587996,0.19150818049190046,-0.13324488225642842,0.218719077283634,0.05198021188844201,0.11220493112746452,-0.05162406762380136,0.10468314447935445,0.026641790115551,[67.99958882],Q1_3N2G21U7guk_3.wav,calm
